X,Y,CA,CV
101.5,72.5,1.0,1.0
121.5,72.5,0.7741365750592257,0.8075017568115782
141.5,72.5,0.40512403855044654,0.5266393738125411
161.5,72.5,0.13150243823511873,0.2981258680316433
181.5,72.5,-0.03448721274417506,0.15208509823818858
201.5,72.5,-0.12750829036209543,0.02988833369595825
221.5,72.5,-0.12262297803704637,-0.07046939864486036
241.5,72.5,-0.19938568879567614,-0.19527302948972325
101.5,92.5,0.8928124602838654,0.8058589777564253
121.5,92.5,0.6628488500847551,0.7295536256152522
141.5,92.5,0.4114047681007503,0.5521109059925294
161.5,92.5,0.1754962793636237,0.3364854260146886
181.5,92.5,0.0378225057231667,0.18741003189514163
201.5,92.5,0.0007117033892906976,0.06140614145504153
221.5,92.5,-0.0005185182349661888,-0.021826426748547602
241.5,92.5,-0.22583138435810204,-0.10301891967660075
101.5,112.5,0.566458054598743,0.4960188475665549
121.5,112.5,0.45970935137058244,0.5193351589479066
141.5,112.5,0.38431777187852656,0.46371858482462447
161.5,112.5,0.22749021478831208,0.32898382007569005
181.5,112.5,0.13987124456882527,0.17957311258798875
201.5,112.5,0.0978696163340977,0.061355644006786766
221.5,112.5,0.023402141751129535,-0.013288265475604378
241.5,112.5,-0.18709964111115296,-0.06383200754127018
101.5,132.5,0.2207381430758765,0.2323135063697846
121.5,132.5,0.27633713284312794,0.3336407386724484
141.5,132.5,0.3722433180890357,0.37747456273506735
161.5,132.5,0.3107933931200709,0.31083613786105907
181.5,132.5,0.23453516464421464,0.1959383571828138
201.5,132.5,0.10242126707739448,0.0698110816605369
221.5,132.5,-0.039407821626475936,-0.005572139008601979
241.5,132.5,-0.2084575902653996,-0.04729903704553141
101.5,152.5,-0.005985647584967768,0.08012521905875589
121.5,152.5,0.1339863246227244,0.21656096439228256
141.5,152.5,0.3309719884138433,0.31047237122154114
161.5,152.5,0.33122637779485564,0.29458258200472015
181.5,152.5,0.289021372243348,0.2157941349042978
201.5,152.5,0.02839425668603453,0.09108429643147731
221.5,152.5,-0.13546682840944332,0.017354190158043348
241.5,152.5,-0.08312927229491524,0.004507672546614212
101.5,172.5,-0.18716254678248886,-0.07005087821773705
121.5,172.5,0.016340452549073285,0.11888174392649242
141.5,172.5,0.24527314505074518,0.25923968542597875
161.5,172.5,0.3273389866275865,0.2688290766611352
181.5,172.5,0.23301689032682216,0.22029520530138838
201.5,172.5,0.0035363504954106528,0.13819036645897084
221.5,172.5,-0.06099007108119335,0.07816648535314367
241.5,172.5,0.05368208069428344,0.10111503542044355
101.5,192.5,-0.33920524313940664,-0.2454746512457479
121.5,192.5,-0.1121322485593195,-0.0334069269716074
141.5,192.5,0.15015847848561645,0.16576326374054828
161.5,192.5,0.30675005808063965,0.21882903448420662
181.5,192.5,0.26935843708072127,0.21969891928639007
201.5,192.5,0.10202986734450444,0.1685349304966662
221.5,192.5,0.010024691979318807,0.11899846932226953
241.5,192.5,0.25261134960905746,0.17003474924840917
101.5,212.5,-0.4929372276758745,-0.4622324463777025
121.5,212.5,-0.29707254764072605,-0.2558235705116283
141.5,212.5,0.051201455447651596,-0.01969558710250036
161.5,212.5,0.3134537355996119,0.08604350665629196
181.5,212.5,0.26050199073502345,0.12413163712570642
201.5,212.5,0.05018924759865016,0.07475972343266137
221.5,212.5,0.053538923273654254,0.0337314657731782
241.5,212.5,0.22115191478541815,0.046524454323529404
