X,Y,CA,CV
101.5,72.5,1.0,1.0
121.5,72.5,0.6891817634078184,0.7336493249087884
141.5,72.5,0.25017374465164566,0.33738778220404536
161.5,72.5,-0.028279662118340203,0.030888516878521146
181.5,72.5,-0.11330237845397301,-0.0808658937645561
201.5,72.5,-0.1478685633043906,-0.11803557985164632
221.5,72.5,-0.23856604352932098,-0.21676486568105602
241.5,72.5,-0.4102836750909731,-0.2952038484034802
101.5,92.5,0.6636614237396922,0.7265610943314539
121.5,92.5,0.4614782933897887,0.5352683780406641
141.5,92.5,0.13275190717326832,0.2004001754451894
161.5,92.5,-0.04148294420241735,0.0035339041690783924
181.5,92.5,-0.12330857928998606,-0.08371293722590634
201.5,92.5,-0.16579831211589152,-0.08312412129651434
221.5,92.5,-0.27845253318230384,-0.15200138245289638
241.5,92.5,-0.3076789918162191,-0.2059046972406113
101.5,112.5,0.32700266496770364,0.3493358934670618
121.5,112.5,0.19367246658617812,0.22140751546126744
141.5,112.5,0.011848568297385231,0.08045065187298767
161.5,112.5,-0.032950748312098065,0.01632392964490809
181.5,112.5,-0.011715577341595552,0.0036545618157845755
201.5,112.5,-0.01877760750922759,0.03603387130197734
221.5,112.5,-0.1688878034731862,-0.0139437661059895
241.5,112.5,-0.16529204875599166,-0.0921293350369271
101.5,132.5,0.12025148675875705,0.05204741135605084
121.5,132.5,0.04163825231387214,0.03735373943819575
141.5,132.5,-0.005830096682850261,0.032555625267006984
161.5,132.5,-0.0017506065544548148,0.06975579244779935
181.5,132.5,0.08457003211649065,0.1763713352525888
201.5,132.5,0.07257604978015485,0.19939550372063333
221.5,132.5,-0.05432121345369428,0.1056611056483994
241.5,132.5,-0.054085018020913304,-0.002825362258757431
101.5,152.5,0.07833009765244234,-0.03285320748241586
121.5,152.5,0.03060859730399226,0.04220790356914688
141.5,152.5,0.03586778011462982,0.09277588270228909
161.5,152.5,0.08184690600279136,0.15130314007614568
181.5,152.5,0.15183441246749682,0.24968006409312055
201.5,152.5,0.11203089873104437,0.2525994694327756
221.5,152.5,-0.014001635900411797,0.12431392154242593
241.5,152.5,0.023339558950351398,0.05592522234239816
101.5,172.5,0.04262013560068623,0.01139674979917489
121.5,172.5,0.01605492315101646,0.13164530359629387
141.5,172.5,0.10985899096029937,0.1859695091885663
161.5,172.5,0.1580290437616479,0.19730205765585515
181.5,172.5,0.14901490543891235,0.22228493544483702
201.5,172.5,0.04306571875323478,0.12950009182711644
221.5,172.5,-0.03776677841670238,0.050429831623948214
241.5,172.5,0.02640212950227228,0.07588181834907486
101.5,192.5,-0.006682739349360712,0.0427404550800621
121.5,192.5,0.037454455758394414,0.20998464888771531
141.5,192.5,0.1524564739108797,0.24183489442137887
161.5,192.5,0.21977842227499012,0.1937701614368462
181.5,192.5,0.16559815432758487,0.07535584783576525
201.5,192.5,0.019353685589105184,-0.05311829632438668
221.5,192.5,-0.07973751541673874,-0.08867704360984152
241.5,192.5,-0.0053212295472269255,0.05196563073550411
101.5,212.5,-0.07441068194697543,-0.01396383994185317
121.5,212.5,0.0019333949493778237,0.13424211187671747
141.5,212.5,0.10504762681274368,0.22206016698824413
161.5,212.5,0.19499057103852252,0.15262323636190545
181.5,212.5,0.10218183282383772,-0.05985471107780264
201.5,212.5,-0.05664109838951536,-0.2474641800468034
221.5,212.5,-0.16090916178243353,-0.22715682841206253
241.5,212.5,-0.1383348231253378,-0.11114069874831684
